# Curve 0 of 1, 3600 points
# Curve title: ""CDFT_PBE_P3DT-TS1-1mer_CDFT_PBE_AB_electrons.dat" u 1:9"
# x y type
 0  0.426616  i
 0.100028  0.426415  i
 0.200056  0.426214  i
 0.300083  0.426013  i
 0.400111  0.425811  i
 0.500139  0.42561  i
 0.600167  0.425408  i
 0.700194  0.425206  i
 0.800222  0.425003  i
 0.90025  0.4248  i
 1.00028  0.424596  i
 1.10031  0.424392  i
 1.20033  0.424187  i
 1.30036  0.423982  i
 1.40039  0.423775  i
 1.50042  0.423568  i
 1.60044  0.42336  i
 1.70047  0.423151  i
 1.8005  0.422941  i
 1.90053  0.42273  i
 2.00056  0.422517  i
 2.10058  0.422304  i
 2.20061  0.422089  i
 2.30064  0.421873  i
 2.40067  0.421656  i
 2.50069  0.421437  i
 2.60072  0.421217  i
 2.70075  0.420995  i
 2.80078  0.420771  i
 2.90081  0.420546  i
 3.00083  0.420319  i
 3.10086  0.420091  i
 3.20089  0.41986  i
 3.30092  0.419628  i
 3.40094  0.419394  i
 3.50097  0.419157  i
 3.601  0.418919  i
 3.70103  0.418678  i
 3.80106  0.418435  i
 3.90108  0.41819  i
 4.00111  0.417943  i
 4.10114  0.417693  i
 4.20117  0.417441  i
 4.30119  0.417186  i
 4.40122  0.416929  i
 4.50125  0.416669  i
 4.60128  0.416407  i
 4.70131  0.416141  i
 4.80133  0.415873  i
 4.90136  0.415602  i
 5.00139  0.415328  i
 5.10142  0.415052  i
 5.20144  0.414772  i
 5.30147  0.414489  i
 5.4015  0.414203  i
 5.50153  0.413913  i
 5.60156  0.413621  i
 5.70158  0.413325  i
 5.80161  0.413025  i
 5.90164  0.412723  i
 6.00167  0.412416  i
 6.10169  0.412106  i
 6.20172  0.411793  i
 6.30175  0.411476  i
 6.40178  0.411155  i
 6.50181  0.41083  i
 6.60183  0.410501  i
 6.70186  0.410169  i
 6.80189  0.409832  i
 6.90192  0.409492  i
 7.00194  0.409147  i
 7.10197  0.408798  i
 7.202  0.408445  i
 7.30203  0.408088  i
 7.40206  0.407726  i
 7.50208  0.40736  i
 7.60211  0.406989  i
 7.70214  0.406614  i
 7.80217  0.406235  i
 7.9022  0.40585  i
 8.00222  0.405461  i
 8.10225  0.405067  i
 8.20228  0.404669  i
 8.30231  0.404265  i
 8.40233  0.403857  i
 8.50236  0.403444  i
 8.60239  0.403025  i
 8.70242  0.402601  i
 8.80245  0.402173  i
 8.90247  0.401739  i
 9.0025  0.401299  i
 9.10253  0.400855  i
 9.20256  0.400405  i
 9.30258  0.399949  i
 9.40261  0.399488  i
 9.50264  0.399021  i
 9.60267  0.398549  i
 9.7027  0.398071  i
 9.80272  0.397587  i
 9.90275  0.397097  i
 10.0028  0.396602  i
 10.1028  0.3961  i
 10.2028  0.395593  i
 10.3029  0.39508  i
 10.4029  0.394562  i
 10.5029  0.394038  i
 10.6029  0.393509  i
 10.703  0.392974  i
 10.803  0.392435  i
 10.903  0.391891  i
 11.0031  0.391342  i
 11.1031  0.390789  i
 11.2031  0.390231  i
 11.3031  0.389669  i
 11.4032  0.389103  i
 11.5032  0.388533  i
 11.6032  0.387959  i
 11.7033  0.387381  i
 11.8033  0.3868  i
 11.9033  0.386215  i
 12.0033  0.385627  i
 12.1034  0.385036  i
 12.2034  0.384441  i
 12.3034  0.383844  i
 12.4034  0.383244  i
 12.5035  0.382641  i
 12.6035  0.382036  i
 12.7035  0.381429  i
 12.8036  0.380819  i
 12.9036  0.380207  i
 13.0036  0.379594  i
 13.1036  0.378978  i
 13.2037  0.378361  i
 13.3037  0.377743  i
