# Curve 0 of 1, 3600 points
# Curve title: ""CDFT_PBE_P3DT-TS1-1mer_CDFT_PBE_BA_electrons.dat" u 1:9"
# x y type
 0  0.521187  i
 0.100028  0.521046  i
 0.200056  0.520905  i
 0.300083  0.520763  i
 0.400111  0.520622  i
 0.500139  0.520481  i
 0.600167  0.520339  i
 0.700194  0.520198  i
 0.800222  0.520056  i
 0.90025  0.519914  i
 1.00028  0.519773  i
 1.10031  0.519631  i
 1.20033  0.519489  i
 1.30036  0.519347  i
 1.40039  0.519204  i
 1.50042  0.519062  i
 1.60044  0.518919  i
 1.70047  0.518777  i
 1.8005  0.518634  i
 1.90053  0.518491  i
 2.00056  0.518347  i
 2.10058  0.518204  i
 2.20061  0.51806  i
 2.30064  0.517916  i
 2.40067  0.517772  i
 2.50069  0.517627  i
 2.60072  0.517483  i
 2.70075  0.517338  i
 2.80078  0.517193  i
 2.90081  0.517047  i
 3.00083  0.516901  i
 3.10086  0.516755  i
 3.20089  0.516609  i
 3.30092  0.516462  i
 3.40094  0.516315  i
 3.50097  0.516167  i
 3.601  0.516019  i
 3.70103  0.515871  i
 3.80106  0.515722  i
 3.90108  0.515573  i
 4.00111  0.515424  i
 4.10114  0.515274  i
 4.20117  0.515124  i
 4.30119  0.514973  i
 4.40122  0.514822  i
 4.50125  0.51467  i
 4.60128  0.514518  i
 4.70131  0.514366  i
 4.80133  0.514213  i
 4.90136  0.514059  i
 5.00139  0.513905  i
 5.10142  0.513751  i
 5.20144  0.513595  i
 5.30147  0.51344  i
 5.4015  0.513284  i
 5.50153  0.513127  i
 5.60156  0.51297  i
 5.70158  0.512812  i
 5.80161  0.512653  i
 5.90164  0.512494  i
 6.00167  0.512334  i
 6.10169  0.512174  i
 6.20172  0.512013  i
 6.30175  0.511851  i
 6.40178  0.511689  i
 6.50181  0.511526  i
 6.60183  0.511363  i
 6.70186  0.511198  i
 6.80189  0.511033  i
 6.90192  0.510868  i
 7.00194  0.510701  i
 7.10197  0.510534  i
 7.202  0.510366  i
 7.30203  0.510198  i
 7.40206  0.510028  i
 7.50208  0.509858  i
 7.60211  0.509687  i
 7.70214  0.509515  i
 7.80217  0.509343  i
 7.9022  0.50917  i
 8.00222  0.508995  i
 8.10225  0.50882  i
 8.20228  0.508645  i
 8.30231  0.508468  i
 8.40233  0.50829  i
 8.50236  0.508112  i
 8.60239  0.507933  i
 8.70242  0.507752  i
 8.80245  0.507571  i
 8.90247  0.507389  i
 9.0025  0.507206  i
 9.10253  0.507022  i
 9.20256  0.506838  i
 9.30258  0.506652  i
 9.40261  0.506465  i
 9.50264  0.506277  i
 9.60267  0.506089  i
 9.7027  0.505899  i
 9.80272  0.505708  i
 9.90275  0.505517  i
 10.0028  0.505324  i
 10.1028  0.50513  i
 10.2028  0.504935  i
 10.3029  0.504739  i
 10.4029  0.504542  i
 10.5029  0.504345  i
 10.6029  0.504146  i
 10.703  0.503946  i
 10.803  0.503744  i
